Set,Insert/Subset,Card #,Player,Team,Base,Parallel Blue,Parallel Yellow,Parallel Green,Special
Insert,Badge,1,Team Badge,Arsenal,,,,,
Base,Base,2,David Raya,Arsenal,,,,,
Base,Base,3,William Saliba,Arsenal,,,,,
Base,Base,4,Gabriel Magalhães,Arsenal,,,,,
Base,Base,5,Jurriën Timber,Arsenal,,,,,
Base,Base,6,Mikel Merino,Arsenal,,,,,
Base,Base,7,Thomas Partey,Arsenal,,,,,
Base,Base,8,Declan Rice,Arsenal,,,,,
Base,Base,9,Myles Lewis-Skelly,Arsenal,,,,,
Base,Base,10,Martin Ødegaard,Arsenal,,,,,
Base,Base,11,Ethan Nwaneri,Arsenal,,,,,
Base,Base,12,Bukayo Saka,Arsenal,,,,,
Base,Base,13,Gabriel Martinelli,Arsenal,,,,,
Base,Base,14,Leandro Trossard,Arsenal,,,,,
Base,Base,15,Kai Havertz,Arsenal,,,,,
Insert,Generation Now,16,Gabriel Martinelli,Arsenal,,,,,
Insert,Full Force,17,Jurriën Timber,Arsenal,,,,,
Insert,Breakthrough Baller,18,Myles Lewis-Skelly,Arsenal,,,,,
Insert,Badge,19,Team Badge,Aston Villa,,,,,
Base,Base,20,Emiliano Martínez,Aston Villa,,,,,
Base,Base,21,Pau Torres,Aston Villa,,,,,
Base,Base,22,Ezri Konsa,Aston Villa,,,,,
Base,Base,23,Matty Cash,Aston Villa,,,,,
Base,Base,24,Lucas Digne,Aston Villa,,,,,
Base,Base,25,Boubacar Kamara,Aston Villa,,,,,
Base,Base,26,Amadou Onana,Aston Villa,,,,,
Base,Base,27,John McGinn,Aston Villa,,,,,
Base,Base,28,Youri Tielemans,Aston Villa,,,,,
Base,Base,29,Jacob Ramsey,Aston Villa,,,,,
Base,Base,30,Morgan Rogers,Aston Villa,,,,,
Base,Base,31,Louie Barry,Aston Villa RC,,,,,
Base,Base,32,Donyell Malen,Aston Villa,,,,,
Base,Base,33,Ollie Watkins,Aston Villa,,,,,
Insert,Generation Now,34,Boubacar Kamara,Aston Villa (Generation Now),,,,,
Insert,Full Force,35,John McGinn,Aston Villa (Full Force),,,,,
Insert,Tekkers,36,Donyell Malen,Aston Villa (Tekkers),,,,,
Insert,Badge,37,Team Badge,AFC Bournemouth,,,,,
Base,Base,38,Kepa Arrizabalaga,AFC Bournemouth,,,,,
Base,Base,39,Illia Zabarnyi,AFC Bournemouth,,,,,
Base,Base,40,Dean Huijsen,AFC Bournemouth,,,,,
Base,Base,41,Julio Soler,AFC Bournemouth RC,,,,,
Base,Base,42,Milos Kerkez,AFC Bournemouth,,,,,
Base,Base,43,Tyler Adams,AFC Bournemouth,,,,,
Base,Base,44,Lewis Cook,AFC Bournemouth,,,,,
Base,Base,45,Ryan Christie,AFC Bournemouth,,,,,
Base,Base,46,Luis Sinisterra,AFC Bournemouth,,,,,
Base,Base,47,Antoine Semenyo,AFC Bournemouth,,,,,
Base,Base,48,Justin Kluivert,AFC Bournemouth,,,,,
Base,Base,49,Eli Junior Kroupi,AFC Bournemouth,,,,,
Base,Base,50,Dango Ouattara,AFC Bournemouth,,,,,
Base,Base,51,Evanilson,AFC Bournemouth,,,,,
Insert,Generation Now,52,Milos Kerkez,AFC Bournemouth (Generation Now),,,,,
Insert,Full Force,53,Illia Zabarnyi,AFC Bournemouth (Full Force),,,,,
Insert,Tekkers,54,Justin Kluivert,AFC Bournemouth (Tekkers),,,,,
Insert,Badge,55,Team Badge,Brentford,,,,,
Base,Base,56,Mark Flekken,Brentford,,,,,
Base,Base,57,Nathan Collins,Brentford,,,,,
Base,Base,58,Sepp van den Berg,Brentford,,,,,
Base,Base,59,Michael Kayode,Brentford,,,,,
Base,Base,60,Christian Nørgaard,Brentford,,,,,
Base,Base,61,Mathias Jensen,Brentford,,,,,
Base,Base,62,Vitaly Janelt,Brentford,,,,,
Base,Base,63,Mikkel Damsgaard,Brentford,,,,,
Base,Base,64,Fábio Carvalho,Brentford,,,,,
Base,Base,65,Kevin Schade,Brentford,,,,,
Base,Base,66,Keane Lewis-Potter,Brentford,,,,,
Base,Base,67,Gustavo Nunes,Brentford RC,,,,,
Base,Base,68,Bryan Mbeumo,Brentford,,,,,
Base,Base,69,Yoane Wissa,Brentford,,,,,
Insert,Generation Now,70,Fábio Carvalho,Brentford (Generation Now),,,,,
Insert,Full Force,71,Gustavo Nunes,Brentford (Full Force),,,,,
Insert,Tekkers,72,Kevin Schade,Brentford (Tekkers),,,,,
Insert,Badge,73,Team Badge,Brighton & Hove Albion,,,,,
Base,Base,74,Bart Verbruggen,Brighton & Hove Albion,,,,,
Base,Base,75,Jan Paul van Hecke,Brighton & Hove Albion,,,,,
Base,Base,76,Pervis Estupiñán,Brighton & Hove Albion,,,,,
Base,Base,77,Lewis Dunk,Brighton & Hove Albion,,,,,
Base,Base,78,Jack Hinshelwood,Brighton & Hove Albion,,,,,
Base,Base,79,Yankuba Minteh,Brighton & Hove Albion,,,,,
Base,Base,80,Carlos Baleba,Brighton & Hove Albion,,,,,
Base,Base,81,Yoon Do-young,Brighton & Hove Albion RC,,,,,
Base,Base,82,Yasin Ayari,Brighton & Hove Albion RC,,,,,
Base,Base,83,Kaoru Mitoma,Brighton & Hove Albion,,,,,
Base,Base,84,Stefanos Tzimas,Brighton & Hove Albion RC,,,,,
Base,Base,85,Danny Welbeck,Brighton & Hove Albion,,,,,
Base,Base,86,Georginio Rutter,Brighton & Hove Albion,,,,,
Base,Base,87,João Pedro,Brighton & Hove Albion,,,,,
Insert,Generation Now,88,Matt O’Riley,Brighton & Hove Albion (Generation Now),,,,,
Insert,Full Force,89,Carlos Baleba,Brighton & Hove Albion (Full Force),,,,,
Insert,Tekkers,90,Matt O’Riley,Brighton & Hove Albion (Tekkers),,,,,
Insert,Badge,91,Team Badge,Chelsea,,,,,
Base,Base,92,Robert Sánchez,Chelsea,,,,,
Base,Base,93,Levi Colwill,Chelsea,,,,,
Base,Base,94,Tosin Adarabioyo,Chelsea,,,,,
Base,Base,95,Reece James,Chelsea,,,,,
Base,Base,96,Marc Cucurella,Chelsea,,,,,
Base,Base,97,Harrison Murray-Campbell,Chelsea RC,,,,,
Base,Base,98,Moisés Caicedo,Chelsea,,,,,
Base,Base,99,Enzo Fernández,Chelsea,,,,,
Base,Base,100,Cole Palmer,Chelsea,,,,,
Base,Base,101,Kendry Páez,Chelsea RC,,,,,
Base,Base,102,Pedro Neto,Chelsea,,,,,
Base,Base,103,Noni Madueke,Chelsea,,,,,
Base,Base,104,Nicolas Jackson,Chelsea,,,,,
Base,Base,105,Estêvão,Chelsea RC,,,,,
Insert,Generation Now,106,Levi Colwill,Chelsea (Generation Now),,,,,
Insert,Full Force,107,Marc Cucurella,Chelsea (Full Force),,,,,
Insert,Tekkers,108,Noni Madueke,Chelsea (Tekkers),,,,,
Insert,Badge,109,Team Badge,Crystal Palace,,,,,
Base,Base,110,Dean Henderson,Crystal Palace,,,,,
Base,Base,111,Tyrick Mitchell,Crystal Palace,,,,,
Base,Base,112,Chadi Riad,Crystal Palace,,,,,
Base,Base,113,Maxence Lacroix,Crystal Palace,,,,,
Base,Base,114,Marc Guéhi,Crystal Palace,,,,,
Base,Base,115,Chris Richards,Crystal Palace,,,,,
Base,Base,116,Daniel Munoz,Crystal Palace,,,,,
Base,Base,117,Adam Wharton,Crystal Palace,,,,,
Base,Base,118,Romain Esse,Crystal Palace RC,,,,,
Base,Base,119,Daichi Kamada,Crystal Palace,,,,,
Base,Base,120,Eberechi Eze,Crystal Palace,,,,,
Base,Base,121,Ismaïla Sarr,Crystal Palace,,,,,
Base,Base,122,Eddie Nketiah,Crystal Palace,,,,,
Base,Base,123,Jean-Philippe Mateta,Crystal Palace,,,,,
Insert,Generation Now,124, Marc Guéhi,Crystal Palace (Generation Now),,,,,
Insert,Full Force,125,Tyrick Mitchell,Crystal Palace (Full Force),,,,,
Insert,Tekkers,126,Ismaïla Sarr,Crystal Palace (Tekkers),,,,,
Insert,Badge,127,Team Badge,Everton,,,,,
Base,Base,128,Jordan Pickford,Everton,,,,,
Base,Base,129,James Tarkowski,Everton,,,,,
Base,Base,130,Jarrad Branthwaite,Everton,,,,,
Base,Base,131,Vitalii Mykolenko,Everton,,,,,
Base,Base,132,Jake O'Brien,Everton,,,,,
Base,Base,133,Nathan Patterson,Everton,,,,,
Base,Base,134,Roman Dixon,Everton RC,,,,,
Base,Base,135,Tim Iroegbunam,Everton,,,,,
Base,Base,136,Harrison Armstrong,Everton RC,,,,,
Base,Base,137,James Garner,Everton,,,,,
Base,Base,138,Dwight McNeil,Everton,,,,,
Base,Base,139,Iliman Ndiaye,Everton,,,,,
Base,Base,140,Beto,Everton,,,,,
Base,Base,141,Youssef Chermiti,Everton,,,,,
Insert,Generation Now,142,Iliman Ndiaye,Everton (Generation Now),,,,,
Insert,Full Force,143,Vitalii Mykolenko,Everton (Full Force),,,,,
Insert,Tekkers,144,Iliman Ndiaye,Everton (Tekkers),,,,,
Insert,Badge,145,Team Badge,Fulham,,,,,
Base,Base,146,Bernd Leno,Fulham,,,,,
Base,Base,147,Calvin Bassey,Fulham,,,,,
Base,Base,148,Joachim Andersen,Fulham,,,,,
Base,Base,149,Sander Berge,Fulham,,,,,
Base,Base,150,Antonee Robinson,Fulham,,,,,
Base,Base,151,Saša Lukić,Fulham,,,,,
Base,Base,152,Josh King,Fulham RC,,,,,
Base,Base,153,Andreas Pereira,Fulham,,,,,
Base,Base,154,Alex Iwobi,Fulham,,,,,
Base,Base,155,Emile Smith Rowe,Fulham,,,,,
Base,Base,156,Harry Wilson,Fulham,,,,,
Base,Base,157,Adama Traoré,Fulham,,,,,
Base,Base,158,Rodrigo Muniz,Fulham,,,,,
Base,Base,159,Raúl Jiménez,Fulham,,,,,
Insert,Generation Now,160,Rodrigo Muniz,Fulham (Generation Now),,,,,
Insert,Full Force,161,Calvin Bassey,Fulham (Full Force),,,,,
Insert,Breakthrough Baller,162,Josh King,Fulham (Breakthrough Baller),,,,,
Insert,Badge,163,Team Badge,Liverpool FC,,,,,
Base,Base,164,Alisson Becker,Liverpool FC,,,,,
Base,Base,165,Virgil van Dijk,Liverpool FC,,,,,
Base,Base,166,Ibrahima Konaté,Liverpool FC,,,,,
Base,Base,167,Andy Robertson,Liverpool FC,,,,,
Base,Base,168,Conor Bradley,Liverpool FC,,,,,
Base,Base,169,Ryan Gravenberch,Liverpool FC,,,,,
Base,Base,170,Alexis Mac Allister,Liverpool FC,,,,,
Base,Base,171,Dominik Szoboszlai,Liverpool FC,,,,,
Base,Base,172,Rio Ngumoha,Liverpool FC RC,,,,,
Base,Base,173,Luis Diaz,Liverpool FC,,,,,
Base,Base,174,Mohamed Salah,Liverpool FC,,,,,
Base,Base,175,Cody Gakpo,Liverpool FC,,,,,
Base,Base,176,Diogo Jota,Liverpool FC,,,,,
Base,Base,177,Darwin Núñez,Liverpool FC,,,,,
Insert,Generation Now,178,Dominik Szoboszlai,Liverpool FC (Generation Now),,,,,
Insert,Full Force,179,Darwin Núñez,Liverpool FC (Full Force),,,,,
Insert,Tekkers,180,Luis Diaz,Liverpool FC (Tekkers),,,,,
Insert,Badge,181,Team Badge,Manchester City,,,,,
Base,Base,182,Ederson,Manchester City,,,,,
Base,Base,183,Rúben Dias,Manchester City,,,,,
Base,Base,184,Joško Gvardiol,Manchester City,,,,,
Base,Base,185,Vitor Reis,Manchester City RC,,,,,
Base,Base,186,Divine Mukasa,Manchester City RC,,,,,
Base,Base,187,Nico González,Manchester City,,,,,
Base,Base,188,Rodri,Manchester City,,,,,
Base,Base,189,Jérémy Doku,Manchester City,,,,,
Base,Base,190,Phil Foden,Manchester City,,,,,
Base,Base,191,Bernardo Silva,Manchester City,,,,,
Base,Base,192,Sávio,Manchester City,,,,,
Base,Base,193,Reigan Heskey,Manchester City RC,,,,,
Base,Base,194,Omar Marmoush,Manchester City,,,,,
Base,Base,195,Erling Haaland,Manchester City,,,,,
Insert,Generation Now,196,Jérémy Doku,Manchester City (Generation Now),,,,,
Insert,Full Force,197,Joško Gvardiol,Manchester City (Full Force),,,,,
Insert,Tekkers,198,Sávio,Manchester City (Tekkers),,,,,
Insert,Badge,199,Team Badge,Manchester United,,,,,
Base,Base,200,André Onana,Manchester United,,,,,
Base,Base,201,Matthijs de Ligt,Manchester United,,,,,
Base,Base,202,Leny Yoro,Manchester United,,,,,
Base,Base,203,Lisandro Martínez,Manchester United,,,,,
Base,Base,204,Diogo Dalot,Manchester United,,,,,
Base,Base,205,Sékou Koné,Manchester United RC,,,,,
Base,Base,206,Kobbie Mainoo,Manchester United,,,,,
Base,Base,207,Manuel Ugarte,Manchester United,,,,,
Base,Base,208,Bruno Fernandes,Manchester United,,,,,
Base,Base,209,Shea Lacey,Manchester United RC,,,,,
Base,Base,210,Alejandro Garnacho,Manchester United,,,,,
Base,Base,211,Amad,Manchester United,,,,,
Base,Base,212,Joshua Zirkzee,Manchester United,,,,,
Base,Base,213,Rasmus Højlund,Manchester United,,,,,
Insert,Generation Now,214,Kobbie Mainoo,Manchester United (Generation Now),,,,,
Insert,Full Force,215,Manuel Ugarte,Manchester United (Full Force),,,,,
Insert,Breakthrough Baller,216,Patrick Dorgu,Manchester United (Breakthrough Baller),,,,,
Insert,Badge,217,Team Badge,Newcastle United,,,,,
Base,Base,218,Nick Pope,Newcastle United,,,,,
Base,Base,219,Dan Burn,Newcastle United,,,,,
Base,Base,220,Sven Botman,Newcastle United,,,,,
Base,Base,221,Fabian Schär,Newcastle United,,,,,
Base,Base,222,Tino Livramento,Newcastle United,,,,,
Base,Base,223,Lewis Hall,Newcastle United,,,,,
Base,Base,224,Lewis Miley,Newcastle United,,,,,
Base,Base,225,Sandro Tonali,Newcastle United,,,,,
Base,Base,226,Joelinton,Newcastle United,,,,,
Base,Base,227,Bruno Guimarães,Newcastle United,,,,,
Base,Base,228,Jacob Murphy,Newcastle United,,,,,
Base,Base,229,Harvey Barnes,Newcastle United,,,,,
Base,Base,230,Anthony Gordon,Newcastle United,,,,,
Base,Base,231,Alexander Isak,Newcastle United,,,,,
Insert,Generation Now,232,Tino Livramento,Newcastle United (Generation Now),,,,,
Insert,Full Force,233,Joelinton,Newcastle United (Full Force),,,,,
Insert,Breakthrough Baller,234,Lewis Miley,Newcastle United (Breakthrough Baller),,,,,
Insert,Badge,235,Team Badge,Nottingham Forest,,,,,
Base,Base,236,Matz Sels,Nottingham Forest,,,,,
Base,Base,237,Nikola Milenković,Nottingham Forest,,,,,
Base,Base,238,Ola Aina,Nottingham Forest,,,,,
Base,Base,239,Murillo,Nottingham Forest,,,,,
Base,Base,240,Neco Williams,Nottingham Forest,,,,,
Base,Base,241,Zach Abbott,Nottingham Forest RC,,,,,
Base,Base,242,Ryan Yates,Nottingham Forest,,,,,
Base,Base,243,Ibrahim Sangaré,Nottingham Forest,,,,,
Base,Base,244,Elliot Anderson,Nottingham Forest,,,,,
Base,Base,245,Morgan Gibbs-White,Nottingham Forest,,,,,
Base,Base,246,Callum Hudson-Odoi,Nottingham Forest,,,,,
Base,Base,247,Anthony Elanga,Nottingham Forest,,,,,
Base,Base,248,Taiwo Awoniyi,Nottingham Forest,,,,,
Base,Base,249,Chris Wood,Nottingham Forest,,,,,
Insert,Generation Now,250,Murillo,Nottingham Forest (Generation Now),,,,,
Insert,Full Force,251,Ola Aina,Nottingham Forest (Full Force),,,,,
Insert,Tekkers,252,Anthony Elanga,Nottingham Forest (Tekkers),,,,,
Insert,Badge,253,Team Badge,Tottenham Hotspur,,,,,
Base,Base,254,Antonín Kinský,Tottenham Hotspur RC,,,,,
Base,Base,255,Pedro Porro,Tottenham Hotspur,,,,,
Base,Base,256,Micky van de Ven,Tottenham Hotspur,,,,,
Base,Base,257,Cristian Romero,Tottenham Hotspur,,,,,
Base,Base,258,Destiny Udogie,Tottenham Hotspur,,,,,
Base,Base,259,Archie Gray,Tottenham Hotspur,,,,,
Base,Base,260,Dejan Kulusevski,Tottenham Hotspur,,,,,
Base,Base,261,Lucas Bergvall,Tottenham Hotspur,,,,,
Base,Base,262,James Maddison,Tottenham Hotspur,,,,,
Base,Base,263,Will Lankshear,Tottenham Hotspur RC,,,,,
Base,Base,264,Son Heung-Min,Tottenham Hotspur,,,,,
Base,Base,265,Brennan Johnson,Tottenham Hotspur,,,,,
Base,Base,266,Mikey Moore,Tottenham Hotspur,,,,,
Base,Base,267,Dominic Solanke,Tottenham Hotspur,,,,,
Insert,Generation Now,268,Lucas Bergvall,Tottenham Hotspur (Generation Now),,,,,
Insert,Full Force,269,Mikey Moore,Tottenham Hotspur (Full Force),,,,,
Insert,Breakthrough Baller,270,Archie Gray,Tottenham Hotspur (Breakthrough Baller),,,,,
Insert,Badge,271,Team Badge,West Ham United,,,,,
Base,Base,272,Alphonse Areola,West Ham United,,,,,
Base,Base,273,Jean-Clair Todibo,West Ham United,,,,,
Base,Base,274,Maximilian Kilman,West Ham United,,,,,
Base,Base,275,Aaron Wan-Bissaka,West Ham United,,,,,
Base,Base,276,Emerson Palmieri,West Ham United,,,,,
Base,Base,277,Oliver Scarles,West Ham United,,,,,
Base,Base,278,Tomáš Souček,West Ham United,,,,,
Base,Base,279,Edson Ãlvarez,West Ham United,,,,,
Base,Base,280,Guido Rodríguez,West Ham United,,,,,
Base,Base,281,Mohammed Kudus,West Ham United,,,,,
Base,Base,282,Niclas Füllkrug,West Ham United,,,,,
Base,Base,283,Crysencio Summerville,West Ham United,,,,,
Base,Base,284,Jarrod Bowen,West Ham United,,,,,
Base,Base,285,Luis Guilherme,West Ham United RC,,,,,
Insert,Generation Now,286,Crysencio Summerville,West Ham United (Generation Now),,,,,
Insert,Full Force,287,Aaron Wan-Bissaka,West Ham United (Full Force),,,,,
Insert,Breakthrough Baller,288,Luis Guilherme,West Ham United (Breakthrough Baller),,,,,
Insert,Badge,289,Team Badge,Wolverhampton Wanderers,,,,,
Base,Base,290,José Sá,Wolverhampton Wanderers,,,,,
Base,Base,291,Nélson Semedo,Wolverhampton Wanderers,,,,,
Base,Base,292,Nasser Djiga,Wolverhampton Wanderers RC,,,,,
Base,Base,293,Emmanuel Agbadou,Wolverhampton Wanderers,,,,,
Base,Base,294,Toti Gomes,Wolverhampton Wanderers,,,,,
Base,Base,295,Rayan Aït-Nouri,Wolverhampton Wanderers,,,,,
Base,Base,296,Marshall Munetsi,Wolverhampton Wanderers,,,,,
Base,Base,297,André,Wolverhampton Wanderers,,,,,
Base,Base,298,João Gomes,Wolverhampton Wanderers,,,,,
Base,Base,299,Rodrigo Gomes,Wolverhampton Wanderers,,,,,
Base,Base,300,Gonçalo Guedes,Wolverhampton Wanderers,,,,,
Base,Base,301,Hwang Hee-Chan,Wolverhampton Wanderers,,,,,
Base,Base,302, Jørgen Strand Larsen,Wolverhampton Wanderers,,,,,
Base,Base,303,Matheus Cunha,Wolverhampton Wanderers,,,,,
Insert,Generation Now,304,João Gomes,Wolverhampton Wanderers (Generation Now),,,,,
Insert,Full Force,305,Nasser Djiga,Wolverhampton Wanderers (Full Force),,,,,
Insert,Breakthrough Baller,306,André,Wolverhampton Wanderers (Breakthrough Baller),,,,,
Insert,Badge,307,Team Badge,Burnley,,,,,
Base,Base,308,James Trafford,Burnley,,,,,
Base,Base,309,Maxime Estève,Burnley,,,,,
Base,Base,310,Bashir Humphreys,Burnley RC,,,,,
Base,Base,311,Connor Roberts,Burnley,,,,,
Base,Base,312,Lucas Pires,Burnley,,,,,
Base,Base,313,Josh Laurent,Burnley RC,,,,,
Base,Base,314,Josh Cullen,Burnley,,,,,
Base,Base,315,Josh Brownhill,Burnley,,,,,
Base,Base,316,Hannibal,Burnley,,,,,
Base,Base,317,Marcus Edwards,Burnley,,,,,
Base,Base,318,Lyle Foster,Burnley,,,,,
Base,Base,319,Luca Koleosho,Burnley,,,,,
Base,Base,320,Jaidon Anthony,Burnley,,,,,
Base,Base,321,Jaydon Banel,Burnley RC,,,,,
Insert,Generation Now,322,Lucas Pires,Burnley (Generation Now),,,,,
Insert,Full Force,323,Josh Cullen,Burnley (Full Force),,,,,
Insert,Breakthrough Baller,324,Luca Koleosho,Burnley (Breakthrough Baller),,,,,
Insert,Badge,325,Team Badge,Leeds,,,,,
Base,Base,326,Illan Meslier,Leeds,,,,,
Base,Base,327,Joe Rodon,Leeds,,,,,
Base,Base,328,Pascal Struijk,Leeds,,,,,
Base,Base,329,Jayden Bogle,Leeds,,,,,
Base,Base,330,Ethan Ampadu,Leeds,,,,,
Base,Base,331,Ao Tanaka,Leeds,,,,,
Base,Base,332,Brenden Aaronson,Leeds,,,,,
Base,Base,333,Ilia Gruev,Leeds,,,,,
Base,Base,334,Harry Gray,Leeds RC,,,,,
Base,Base,335,Mateo Joseph,Leeds RC,,,,,
Base,Base,336,Wilfried Gnonto,Leeds,,,,,
Base,Base,337,Daniel James,Leeds,,,,,
Base,Base,338,Patrick Bamford,Leeds,,,,,
Base,Base,339,JoÃ«l Piroe,Leeds RC,,,,,
Insert,Generation Now,340,Mateo Joseph,Leeds (Generation Now),,,,,
Insert,Full Force,341,Pascal Struijk,Leeds (Full Force),,,,,
Insert,Breakthrough Baller,342,Harry Gray,Leeds (Breakthrough Baller),,,,,
Insert,Badge,343,Team Badge,Sunderland,,,,,
Base,Base,344,Anthony Patterson,Sunderland RC,,,,,
Base,Base,345,Trai Hume,Sunderland RC,,,,,
Base,Base,346,Dennis Cirkin,Sunderland RC,,,,,
Base,Base,347,Luke O’Nien,Sunderland RC,,,,,
Base,Base,348,Daniel Ballard,Sunderland RC,,,,,
Base,Base,349,Chris Rigg,Sunderland RC,,,,,
